Subject,Gender,Age,Race,Eth.Ori,Education,Spite,SSES,SRPS,SJS,Vignettes,Content,Justification,Realism,Justification_overall_timing,agreement_overall_timing,sexual_timing_justification,non_sexual_timing_justification,agreement_sexual_timing,agreement_non_sexual_timing
42,1,22,1,3,4,39,33,3.171328671,10,6,No_Sex,4,5,23.6713,1.7251,24.834,22.5086,2.0274,1.4228
42,1,22,1,3,4,39,33,3.171328671,10,7,Sex,1,5,23.6713,1.7251,24.834,22.5086,2.0274,1.4228
42,1,22,1,3,4,39,33,3.171328671,10,8,No_Sex,1,3,23.6713,1.7251,24.834,22.5086,2.0274,1.4228
42,1,22,1,3,4,39,33,3.171328671,10,9,No_Sex,4,2,23.6713,1.7251,24.834,22.5086,2.0274,1.4228
42,1,22,1,3,4,39,33,3.171328671,10,10,Sex,1,5,23.6713,1.7251,24.834,22.5086,2.0274,1.4228
43,1,27,1,3,6,27,29,3.664335664,5,1,Sex,5,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,2,Sex,1,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,3,No_Sex,1,3,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,4,Sex,1,3,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,5,No_Sex,1,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,6,No_Sex,4,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,7,Sex,1,3,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,8,No_Sex,1,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,9,No_Sex,3,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
43,1,27,1,3,6,27,29,3.664335664,5,10,Sex,1,4,32.7795,1.7321,35.969,29.59,2.48,0.9842
44,1,20,1,3,3,38,27,1.86013986,12,1,Sex,5,4,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,2,Sex,4,3,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,3,No_Sex,3,5,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,4,Sex,1,4,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,5,No_Sex,2,3,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,6,No_Sex,5,5,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,7,Sex,1,4,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,8,No_Sex,3,3,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,9,No_Sex,4,3,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
44,1,20,1,3,3,38,27,1.86013986,12,10,Sex,1,4,11.9864,1.3777,13.8066,10.1662,1.277,1.4784
45,1,21,1,3,2,37,30,3.192307692,5,1,Sex,2,3,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,2,Sex,3,2,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,3,No_Sex,2,4,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,4,Sex,1,1,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,5,No_Sex,2,4,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,6,No_Sex,4,3,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,7,Sex,2,3,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,8,No_Sex,4,4,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,9,No_Sex,1,1,38.9,2.71,55.72,22.08,3.24,2.18
45,1,21,1,3,2,37,30,3.192307692,5,10,Sex,4,3,38.9,2.71,55.72,22.08,3.24,2.18
46,2,20,1,8,4,31,40,3.559440559,3,1,Sex,3,4,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,2,Sex,2,4,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,3,No_Sex,1,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,4,Sex,3,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,5,No_Sex,1,4,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,6,No_Sex,3,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,7,Sex,3,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,8,No_Sex,1,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,9,No_Sex,4,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
46,2,20,1,8,4,31,40,3.559440559,3,10,Sex,1,3,27.736,4.408,30.0894,25.3826,2.5248,6.2912
47,2,45,3,2,4,31,36,1,16,1,Sex,4,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,2,Sex,2,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,3,No_Sex,1,5,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,4,Sex,1,5,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,5,No_Sex,1,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,6,No_Sex,5,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,7,Sex,1,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,8,No_Sex,1,5,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,9,No_Sex,5,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
47,2,45,3,2,4,31,36,1,16,10,Sex,1,4,36.9466,1.9545,40.421,33.4722,2.2016,1.7074
48,2,32,1,2,5,20,27,4,3,1,Sex,5,4,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,2,Sex,2,2,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,3,No_Sex,1,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,4,Sex,1,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,5,No_Sex,2,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,6,No_Sex,4,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,7,Sex,1,2,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,8,No_Sex,1,2,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,9,No_Sex,4,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
48,2,32,1,2,5,20,27,4,3,10,Sex,1,3,28.8407,1.7178,32.1996,25.4818,2.1352,1.3004
49,1,25,2,4,4,48,28,3.402097902,7,1,Sex,2,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,2,Sex,1,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,3,No_Sex,1,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,4,Sex,2,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,5,No_Sex,1,5,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,6,No_Sex,4,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,7,Sex,1,2,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,8,No_Sex,1,5,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,9,No_Sex,4,5,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
49,1,25,2,4,4,48,28,3.402097902,7,10,Sex,4,4,10.8463,2.2344,17.1344,4.5582,2.6322,1.8366
50,1,18,1,3,1,36,30,3.034965035,4,1,Sex,2,4,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,2,Sex,2,2,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,3,No_Sex,1,5,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,4,Sex,1,4,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,5,No_Sex,1,4,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,6,No_Sex,4,5,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,7,Sex,1,1,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,8,No_Sex,1,5,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,9,No_Sex,5,2,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
50,1,18,1,3,1,36,30,3.034965035,4,10,Sex,1,4,21.1799,2.0802,29.4566,12.9032,2.7878,1.3726
51,1,18,1,3,3,42,49,2.867132867,7,1,Sex,5,4,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,2,Sex,5,2,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,3,No_Sex,1,4,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,4,Sex,4,1,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,5,No_Sex,1,4,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,6,No_Sex,5,4,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,7,Sex,2,1,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,8,No_Sex,1,5,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,9,No_Sex,1,1,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
51,1,18,1,3,3,42,49,2.867132867,7,10,Sex,2,2,30.1624,1.3363,22.2856,38.0392,1.5956,1.077
52,2,28,1,3,4,18,48,3.559440559,3,1,Sex,2,4,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,2,Sex,1,2,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,3,No_Sex,1,2,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,4,Sex,1,2,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,5,No_Sex,1,4,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,6,No_Sex,4,4,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,7,Sex,1,1,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,8,No_Sex,1,4,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,9,No_Sex,4,2,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
52,2,28,1,3,4,18,48,3.559440559,3,10,Sex,2,2,41.5928,3.3716,49.2438,33.9418,3.3446,3.3986
53,2,19,1,3,4,22,29,3.685314685,3,1,Sex,5,5,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,2,Sex,1,4,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,3,No_Sex,1,4,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,4,Sex,1,3,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,5,No_Sex,2,4,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,6,No_Sex,5,4,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,7,Sex,1,3,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,8,No_Sex,1,5,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,9,No_Sex,5,3,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
53,2,19,1,3,4,22,29,3.685314685,3,10,Sex,1,4,12.3057,1.1635,13.8998,10.7116,1.2056,1.1214
54,1,18,1,3,1,39,36,3.307692308,7,1,Sex,4,5,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,2,Sex,1,4,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,3,No_Sex,1,4,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,4,Sex,1,2,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,5,No_Sex,1,5,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,6,No_Sex,4,3,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,7,Sex,1,2,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,8,No_Sex,1,5,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,9,No_Sex,2,4,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
54,1,18,1,3,1,39,36,3.307692308,7,10,Sex,2,2,5.5283,1.7223,9.4222,1.6344,1.9982,1.4464
55,2,21,1,3,2,41,33,3.402097902,6,1,Sex,5,4,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,2,Sex,4,4,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,3,No_Sex,1,2,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,4,Sex,3,2,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,5,No_Sex,1,4,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,6,No_Sex,5,4,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,7,Sex,2,3,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,8,No_Sex,1,4,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,9,No_Sex,5,2,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
55,2,21,1,3,2,41,33,3.402097902,6,10,Sex,2,3,40.6993,2.3538,47.3712,34.0274,2.3178,2.3898
56,2,22,1,3,5,26,49,3.412587413,6,1,Sex,4,4,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,2,Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,3,No_Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,4,Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,5,No_Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,6,No_Sex,4,4,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,7,Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,8,No_Sex,3,3,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,9,No_Sex,3,3,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
56,2,22,1,3,5,26,49,3.412587413,6,10,Sex,1,2,19.6668,2.2417,29.1194,10.2142,2.4504,2.033
57,2,46,1,3,4,33,33,3.548951049,9,1,Sex,5,3,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,2,Sex,1,2,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,3,No_Sex,1,4,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,4,Sex,1,3,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,5,No_Sex,3,4,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,6,No_Sex,4,4,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,7,Sex,1,3,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,8,No_Sex,4,5,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,9,No_Sex,2,1,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
57,2,46,1,3,4,33,33,3.548951049,9,10,Sex,4,4,37.7318,2.6686,25.9392,49.5244,3.0278,2.3094
58,1,32,2,3,4,36,23,3.255244755,4,1,Sex,4,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,2,Sex,4,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,3,No_Sex,1,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,4,Sex,3,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,5,No_Sex,1,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,6,No_Sex,4,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,7,Sex,4,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,8,No_Sex,1,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,9,No_Sex,4,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
58,1,32,2,3,4,36,23,3.255244755,4,10,Sex,1,4,34.2316,2.7041,38.5948,29.8684,2.4594,2.9488
59,2,26,1,3,4,17,35,3.517482517,10,1,Sex,5,5,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,2,Sex,1,4,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,3,No_Sex,1,2,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,4,Sex,1,4,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,5,No_Sex,1,2,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,6,No_Sex,5,2,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,7,Sex,1,2,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,8,No_Sex,2,4,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,9,No_Sex,3,1,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
59,2,26,1,3,4,17,35,3.517482517,10,10,Sex,1,5,33.5127,1.4626,21.8836,45.1418,1.8126,1.1126
60,1,18,1,3,3,38,29,2.342657343,6,1,Sex,5,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,2,Sex,1,3,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,3,No_Sex,1,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,4,Sex,1,5,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,5,No_Sex,4,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,6,No_Sex,2,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,7,Sex,2,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,8,No_Sex,1,5,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,9,No_Sex,5,5,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
60,1,18,1,3,3,38,29,2.342657343,6,10,Sex,4,4,22.0342,2.6136,19.3508,24.7176,3.4128,1.8144
61,1,19,1,3,3,39,30,3.013986014,10,1,Sex,4,4,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,2,Sex,3,4,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,3,No_Sex,1,3,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,4,Sex,2,3,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,5,No_Sex,1,3,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,6,No_Sex,4,4,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,7,Sex,3,4,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,8,No_Sex,3,4,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,9,No_Sex,4,3,47.542,2.3492,39.689,55.395,3.662,1.0364
61,1,19,1,3,3,39,30,3.013986014,10,10,Sex,3,3,47.542,2.3492,39.689,55.395,3.662,1.0364
62,1,22,1,3,4,28,45,3.181818182,8,1,Sex,2,4,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,2,Sex,1,3,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,3,No_Sex,1,4,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,4,Sex,1,2,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,5,No_Sex,4,1,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,6,No_Sex,5,2,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,7,Sex,1,3,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,8,No_Sex,1,5,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,9,No_Sex,4,1,16.5158,2.9643,14.239,18.7926,4.405,1.5236
62,1,22,1,3,4,28,45,3.181818182,8,10,Sex,1,3,16.5158,2.9643,14.239,18.7926,4.405,1.5236
63,2,38,1,2,2,24,36,3.685314685,4,1,Sex,5,5,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,2,Sex,4,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,3,No_Sex,1,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,4,Sex,4,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,5,No_Sex,1,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,6,No_Sex,5,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,7,Sex,4,2,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,8,No_Sex,1,4,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,9,No_Sex,4,2,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
63,2,38,1,2,2,24,36,3.685314685,4,10,Sex,1,2,24.2392,1.6839,27.2572,21.2212,1.8146,1.5532
64,2,20,1,3,3,46,26,3.412587413,3,1,Sex,4,4,31.5048,1.9571,44.4862,18.5234,1.9294,1.9848
64,2,20,1,3,3,46,26,3.412587413,3,2,Sex,1,3,31.5048,1.9571,44.4862,18.5234,1.9294,1.9848
64,2,20,1,3,3,46,26,3.412587413,3,3,No_Sex,1,2,31.5048,1.9571,44.4862,18.5234,1.9294,1.9848
