"","X.2","X.1","X","id","Age","Gender","Ethnicity","Ethnic_Origin","Education","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","dominance_Sum","leadership_Sum","prestige_Sum","PNI_Sum","grandiosity_Sum","vulnerability_Sum","cse_Sum","devaluing_Sum","entitlement_rage_Sum","hts_Sum","exploitativeness_Sum","grandiose_fantasy_Sum","ssse_Sum","ethicalPreference","financialPreference","socialPreference","healthAndSafetyPreference","recreationalPreference","ethicalPreference_z","socialPreference_z","recreationalPreference_z","healthAndSafetyPreference_z","financialPreference_z","riskPerceptionSum_z","riskSum_z","generalRiskPreference","generalExpectedBenefits","generalPerceievedRisk","riskBenefitSum","riskSum","riskPerceptionSum","generalRiskPreference_z","generalExpectedBenefits_z","generalPerceievedRisk_z","UMSSum","UMSIntimacySum","UMSAffiliationSum","UMSSum_z","UMSAffiliationSum_z","UMSIntimacySum_z","PNI_Sum_z","grandiosity_Sum_z","vulnerability_Sum_z","cse_Sum_z","devaluing_Sum_z","entitlement_rage_Sum_z","hts_Sum_z","exploitativeness_Sum_z","grandiose_fantasy_Sum_z","ssse_Sum_z","dominance_Sum_pre","prestige_Sum_pre","leadership_Sum_pre"
"213",213,213,40991,4615405,21,2,1,3,4,-0.167943969412719,0.768602143750118,0.0935855960674572,-1.20493575427189,-0.467524213873374,-0.167943969412719,0.768602143750118,0.0935855960674572,-1.20493575427189,-0.467524213873374,-0.167943969412719,0.768602143750118,0.0935855960674572,-1.20493575427189,-0.467524213873374,0.413640501114104,-0.717601967828805,1.20975444549127,75,41,34,9,8,6,11,14,17,10,24,56,34,28,20,-0.167943969412719,-0.467524213873374,-1.20493575427189,0.0935855960674572,0.768602143750118,-1.34395737266147,-0.356795297392192,21.37810321523,42.8231681930326,-21.4450649778026,81,91,103,0.340057284990981,-0.213807284533271,1.34395737266147,49,32,17,-0.064908025677832,1.49078888724109,-0.616000332021692,-1.05688600758209,-0.493369269181453,-1.20727709530434,-0.0965014455139923,-0.972519948262389,-1.3757321053187,-1.29259038149581,0.0978669968000567,0.114764961657532,-1.39795116893533,19,30,18
"214",214,214,41178,2458471,24,2,1,3,3,-0.167943969412719,0.127545810290423,0.0935855960674572,0.427056901777677,0.615124005753269,-0.167943969412719,0.127545810290423,0.0935855960674572,0.427056901777677,0.615124005753269,-0.167943969412719,0.127545810290423,0.0935855960674572,0.427056901777677,0.615124005753269,0.944938744767331,0.232842435024195,0.166738232045634,120,56,64,13,12,17,22,17,20,19,24,48,44,28,36,-0.167943969412719,0.615124005753269,0.427056901777677,0.0935855960674572,0.127545810290423,-1.2450262262786,0.673800693128863,25.7198239857606,47.5812979922584,-21.8614740064978,90,110,105,0.737779040291178,0.309346757866588,1.2450262262786,53,40,13,0.379078232804854,-0.0410795160039764,0.484612316845504,1.04798421119358,1.09560233698615,0.811837954134052,0.986563321613923,-0.0738524341206452,1.01152355123597,0.764038658932206,0.835699050936138,0.756708327832247,0.852092760768132,22,25,23
"215",215,215,41366,6984813,22,1,3,5,4,-0.777180042554259,-0.834038689899118,-1.02402751399432,-0.184940344240912,-0.900583501724031,-0.777180042554259,-0.834038689899118,-1.02402751399432,-0.184940344240912,-0.900583501724031,-0.777180042554259,-0.834038689899118,-1.02402751399432,-0.184940344240912,-0.900583501724031,-0.117657742539123,-0.147335326117005,0.375341474734761,95,42,53,14,8,15,16,12,17,13,18,36,30,18,30,-0.777180042554259,-0.900583501724031,-0.184940344240912,-1.02402751399432,-0.834038689899118,1.42611472605901,-0.356795297392192,1.78843407972145,34.8929518609895,-33.104517781268,66,91,159,-1.454447245841,-1.08573068853304,-1.42611472605901,51,36,15,0.157085103563511,0.724854685618557,-0.0656940075880943,-0.121388132570685,-0.387437828770279,0.0714957693399754,1.2573295133959,-0.972519948262389,0.577477068226028,-0.357758999483074,-0.394021039290664,0.114764961657532,-0.647936525700844,16,26,21
"216",216,216,41553,5418063,21,3,1,3,4,-0.980258733601438,-0.834038689899118,0.0935855960674572,0.0190587377652848,2.3473611571559,-0.980258733601438,-0.834038689899118,0.0935855960674572,0.0190587377652848,2.3473611571559,-0.980258733601438,-0.834038689899118,0.0935855960674572,0.0190587377652848,2.3473611571559,-0.64895598619235,0.613020196165394,-0.250468253332619,110,49,61,15,16,11,19,11,16,22,16,36,60,28,32,-0.980258733601438,2.3473611571559,0.0190587377652848,0.0935855960674572,-0.834038689899118,0.881993420953205,-0.790730451295794,14.6523055136024,45.4665736370469,-30.8142681234445,86,83,148,-0.276056972250485,0.076833850133317,-0.881993420953203,48,34,14,-0.175904590298504,0.34188758480729,-0.340847169804893,0.580235273687872,0.354082254107937,0.609926449190213,1.52809570517788,0.824815080021098,-0.290615897793853,0.203139829724566,-0.639965057336025,-0.0992161604007057,1.60210740400262,13,23,25
"217",217,217,41740,7413745,20,2,1,3,3,2.26900032315344,1.40965847720981,2.77585706021573,1.65105139381486,-0.0344649260227169,2.26900032315344,1.40965847720981,2.77585706021573,1.65105139381486,-0.0344649260227169,2.26900032315344,1.40965847720981,2.77585706021573,1.65105139381486,-0.0344649260227169,0.59073991566518,-1.09777972897,-0.250468253332619,102,41,61,11,18,16,16,13,17,11,48,64,38,52,48,2.26900032315344,-0.0344649260227169,1.65105139381486,2.77585706021573,1.40965847720981,-0.404111482024164,1.65015478941197,40.684185349952,66.0851361003589,-25.4009507504069,125,128,122,2.10858393154751,2.34383470053271,0.404111482024165,40,30,10,-1.06387710726388,-1.18998081843778,-0.891153494238491,0.206036123683309,-0.493369269181453,0.609926449190213,0.445030938049965,1.27414883709197,0.794500309730998,-0.357758999483074,-0.148077021245304,0.114764961657532,-1.14794628785717,20,23,16
"218",218,218,41927,4647077,25,1,1,3,5,-0.371022660459899,-1.47509502335881,-0.129937025944899,-0.184940344240912,-0.0344649260227169,-0.371022660459899,-1.47509502335881,-0.129937025944899,-0.184940344240912,-0.0344649260227169,-0.371022660459899,-1.47509502335881,-0.129937025944899,-0.184940344240912,-0.0344649260227169,0.413640501114104,-0.527513087258205,0.166738232045634,108,52,56,10,14,14,18,16,18,18,22,28,38,26,30,-0.371022660459899,-0.0344649260227169,-0.184940344240912,-0.129937025944899,-1.47509502335881,0.0905442498902088,-0.628004768581944,10.5820424999238,38.0650383938067,-27.4829958938829,72,86,132,-0.648911938263391,-0.736961326933131,-0.0905442498902069,58,43,15,0.934061055908212,0.724854685618557,0.897342060170702,0.486685486186731,0.671876575341459,0.273407274283814,0.174264746267987,0.375481322950227,0.360453826721058,0.0161735533220193,0.589755032890778,0.328746083715771,0.60208787968997,19,25,19
"219",219,219,42114,7138978,19,1,1,3,3,1.05052817687036,2.21097889403443,-0.353459647957256,0.631055983783874,1.69777222537991,1.05052817687036,2.21097889403443,-0.353459647957256,0.631055983783874,1.69777222537991,1.05052817687036,2.21097889403443,-0.353459647957256,0.631055983783874,1.69777222537991,0.236541086563028,0.613020196165394,1.41835768818039,102,44,58,11,14,14,19,8,17,19,36,74,54,24,38,1.05052817687036,1.69777222537991,0.631055983783874,-0.353459647957256,2.21097889403443,-0.453577055215601,-0.248311508916292,34.5482167986651,59.7409630347245,-25.1927462360593,113,93,121,1.54650075953681,1.6462959773329,0.453577055215603,55,42,13,0.601071362046197,-0.0410795160039764,0.759765479062303,0.206036123683309,-0.175574947947931,0.408014944246374,0.445030938049965,0.375481322950227,0.360453826721058,0.203139829724566,-1.37779711147211,0.114764961657532,0.852092760768132,18,31,25
"220",220,220,42301,5903595,31,1,1,3,4,-0.574101351507079,-0.673774606534195,-0.576982269969612,-0.592938508253304,0.39859436182794,-0.574101351507079,-0.673774606534195,-0.576982269969612,-0.592938508253304,0.39859436182794,-0.574101351507079,-0.673774606534195,-0.576982269969612,-0.592938508253304,0.39859436182794,-1.7115524734988,0.422931315594795,-0.250468253332619,72,48,24,7,5,5,7,12,20,16,20,38,42,22,26,-0.574101351507079,0.39859436182794,-0.592938508253304,-0.576982269969612,-0.673774606534195,0.23894096946452,-0.682246662819894,11.0147911344868,39.1224005714125,-28.1076094369257,74,85,135,-0.609270156666022,-0.620704873066496,-0.238940969464519,55,40,15,0.601071362046197,0.724854685618557,0.484612316845504,-1.19721068883381,0.248150813696764,-1.88031544511713,-0.63803382907795,-1.6465205838687,-1.59275534682367,-2.040455487106,-0.394021039290664,0.756708327832247,0.102078117533644,7,23,24
"221",221,221,42488,2192338,25,2,1,3,3,2.6751577052478,0.448073977020271,-1.02402751399432,-0.796937590259501,-1.55017243350002,2.6751577052478,0.448073977020271,-1.02402751399432,-0.796937590259501,-1.55017243350002,2.6751577052478,0.448073977020271,-1.02402751399432,-0.796937590259501,-1.55017243350002,1.83043581752271,0.422931315594795,0.792547960113014,110,47,63,11,14,13,25,11,18,18,52,52,24,18,24,2.6751577052478,-1.55017243350002,-0.796937590259501,-1.02402751399432,0.448073977020271,-0.305180335641289,0.0228979622734599,19.1205327691419,44.9378925482441,-25.8173597791021,85,98,124,0.133253363691765,0.0187056231999995,0.305180335641291,45,33,12,-0.508894284160518,-0.424046616815243,-0.478423750913293,0.580235273687872,0.14221937328559,0.744534119152772,0.445030938049965,0.375481322950227,0.143430585216088,1.32493748813985,-0.639965057336025,0.328746083715771,0.60208787968997,27,28,24
"222",222,222,42675,3689678,22,2,1,3,4,2.47207901420062,1.89045072730458,3.4464249262528,1.03905414779627,1.26471293752925,2.47207901420062,1.89045072730458,3.4464249262528,1.03905414779627,1.26471293752925,2.47207901420062,1.89045072730458,3.4464249262528,1.03905414779627,1.26471293752925,2.00753523207379,0.613020196165394,0.583944717423888,122,52,70,14,16,17,23,16,16,20,50,70,50,58,42,2.47207901420062,1.26471293752925,1.03905414779627,3.4464249262528,1.89045072730458,-0.206249189258415,2.30105752026737,45.1381781805903,71.3719469883876,-26.2337688077973,135,140,126,2.51659032816326,2.92511696986588,0.206249189258416,55,43,12,0.601071362046197,-0.424046616815243,0.897342060170702,1.14153399869472,0.671876575341459,1.21566096402173,1.2573295133959,0.824815080021098,1.01152355123597,0.951004935334753,0.589755032890778,-0.0992161604007057,1.10209764184629,28,27,25
"223",223,223,42862,6960579,23,2,1,3,4,0.23821341268164,0.127545810290423,-0.353459647957256,0.83505506579007,-0.250994569948045,0.23821341268164,0.127545810290423,-0.353459647957256,0.83505506579007,-0.250994569948045,0.23821341268164,0.127545810290423,-0.353459647957256,0.83505506579007,-0.250994569948045,-0.294757157090199,-0.147335326117005,0.166738232045634,105,53,52,9,10,13,20,20,13,20,28,48,36,24,40,0.23821341268164,-0.250994569948045,0.83505506579007,-0.353459647957256,0.127545810290423,-0.700904921172787,0.945010164318615,22.3722121503313,46.5239358146527,-24.1517236643213,88,115,116,0.431122273166115,0.193090303999952,0.700904921172789,53,40,13,0.379078232804854,-0.0410795160039764,0.484612316845504,0.34636080493502,0.777808015752633,0.00419193435869577,-0.0965014455139923,-0.523186191191517,0.143430585216088,0.390106106127113,1.57353110507222,-0.74115952657542,1.10209764184629,15,25,21
"224",224,224,43049,2650790,40,2,1,3,5,-1.18333742464862,-0.513510523169271,-0.576982269969612,0.223057819771481,-0.900583501724031,-1.18333742464862,-0.513510523169271,-0.576982269969612,0.223057819771481,-0.900583501724031,-1.18333742464862,-0.513510523169271,-0.576982269969612,0.223057819771481,-0.900583501724031,0.944938744767331,0.232842435024195,-0.250468253332619,109,44,65,11,18,15,21,14,14,16,14,40,30,22,34,-1.18333742464862,-0.900583501724031,0.223057819771481,-0.576982269969612,-0.513510523169271,0.189475396273083,-0.356795297392192,9.10827129362288,37.007676216201,-27.8994049225781,70,91,134,-0.78391621469208,-0.853217780799767,-0.189475396273081,48,33,15,-0.175904590298504,0.724854685618557,-0.478423750913293,0.533460379937302,-0.175574947947931,0.879141789115331,0.445030938049965,1.27414883709197,0.577477068226028,0.57707238252966,0.0978669968000567,-0.527178404517182,0.102078117533644,22,23,23
"225",225,225,43236,9746963,21,1,1,3,4,0.847449485823179,0.287809893655347,1.65824395015395,0.427056901777677,0.39859436182794,0.847449485823179,0.287809893655347,1.65824395015395,0.427056901777677,0.39859436182794,0.847449485823179,0.287809893655347,1.65824395015395,0.427056901777677,0.39859436182794,0.413640501114104,0.232842435024195,-1.71069095215651,110,55,55,9,15,14,17,21,14,20,34,50,42,42,36,0.847449485823179,0.39859436182794,0.427056901777677,1.65824395015395,0.287809893655347,-1.88807867776728,-1.8755683360548,34.7706557379139,53.9254710578929,-19.154815319979,102,63,92,1.56687719782957,1.0068854810664,1.88807867776728,46,29,17,-0.397897719539847,1.49078888724109,-1.02873007534689,0.580235273687872,0.98967089657498,0.206103439302535,-0.0965014455139923,0.600148201485662,0.360453826721058,-0.170792723080527,1.81947512311758,-0.527178404517182,1.10209764184629,19,16,23
"226",226,226,43423,9894140,41,2,1,3,5,0.0351347216344602,-0.994302773264042,0.0935855960674572,-1.61293391828429,-0.467524213873374,0.0351347216344602,-0.994302773264042,0.0935855960674572,-1.61293391828429,-0.467524213873374,0.0351347216344602,-0.994302773264042,0.0935855960674572,-1.61293391828429,-0.467524213873374,-0.117657742539123,-1.09777972897,-1.29348446677825,71,28,43,6,12,8,17,10,8,10,26,34,34,28,16,0.0351347216344602,-0.467524213873374,-1.61293391828429,0.0935855960674572,-0.994302773264042,-0.503042628407038,-0.953456134009645,11.4944534056864,36.4789951273981,-24.9845417217117,69,80,120,-0.565330868412468,-0.911346007733084,0.50304262840704,35,26,9,-1.61885993036723,-1.57294791924904,-1.44145981867209,-1.24398558258438,-1.87047799452671,-0.601542580472821,-0.908800020859929,-0.0738524341206452,-0.941685622308764,-0.170792723080527,-0.885909075381385,-1.81106513686661,-1.39795116893533,16,18,16
"227",227,227,43610,4891543,24,1,4,8,5,-0.574101351507079,-0.353246439804347,1.4347213281416,-1.0009366722657,-0.250994569948045,-0.574101351507079,-0.353246439804347,1.4347213281416,-1.0009366722657,-0.250994569948045,-0.574101351507079,-0.353246439804347,1.4347213281416,-1.0009366722657,-0.250994569948045,-1.88865188804988,0.613020196165394,0.375341474734761,114,45,69,8,21,13,27,11,19,15,20,42,36,40,22,-0.574101351507079,-0.250994569948045,-1.0009366722657,1.4347213281416,-0.353246439804347,2.21756389712201,-1.60435886486505,5.85869709340008,42.2944871042297,-36.4357900108296,80,68,175,-1.08159227982809,-0.271935511466589,-2.21756389712201,42,24,18,-0.841883978022533,1.87375598805236,-1.71661298088889,0.767334848690154,-0.0696435075367576,1.14835712904045,-0.367267637295971,1.94814947269828,0.143430585216088,1.69887004094494,-0.639965057336025,0.542727205774009,-0.147926763544518,6,26,25
"228",228,228,43797,1354010,21,1,4,7,4,-0.777180042554259,1.24939439384489,-0.576982269969612,0.83505506579007,1.04818329360393,-0.777180042554259,1.24939439384489,-0.576982269969612,0.83505506579007,1.04818329360393,-0.777180042554259,1.24939439384489,-0.576982269969612,0.83505506579007,1.04818329360393,0.767839330216256,0.613020196165394,-0.0418650106434924,111,54,57,7,17,14,19,15,24,15,18,62,48,22,40,-0.777180042554259,1.04818329360393,0.83505506579007,-0.576982269969612,1.24939439384489,1.47558029925045,0.294107433463211,16.9119811406571,50.2247034362728,-33.3127222956157,95,103,160,-0.0690602066129258,0.599987892533176,-1.47558029925045,46,32,14,-0.397897719539847,0.34188758480729,-0.616000332021692,0.627010167438443,0.883739456163806,0.340711109265094,-0.63803382907795,1.04948195855653,0.360453826721058,0.203139829724566,0.343811014845417,1.6126328160652,-0.147926763544518,21,24,25
"229",229,229,43984,4394223,40,2,1,3,4,-0.371022660459899,0.768602143750118,0.0935855960674572,0.223057819771481,0.615124005753269,-0.371022660459899,0.768602143750118,0.0935855960674572,0.223057819771481,0.615124005753269,-0.371022660459899,0.768602143750118,0.0935855960674572,0.223057819771481,0.615124005753269,1.12203815931841,0.0427535544535949,-0.250468253332619,86,45,41,6,10,12,13,12,18,15,22,56,44,28,34,-0.371022660459899,0.615124005753269,0.223057819771481,0.0935855960674572,0.768602143750118,0.140009823081646,0.294107433463211,20.9474597616336,48.6386601698642,-27.6912004082305,92,103,133,0.300608347731954,0.425603211733223,-0.140009823081645,51,38,13,0.157085103563511,-0.0410795160039764,0.209459154628705,-0.542362176325819,-0.0696435075367576,-0.73615025043538,-0.908800020859929,-0.523186191191517,-0.0735926562888825,-0.918657828690715,-0.394021039290664,0.328746083715771,-0.147926763544518,23,23,22
"230",230,230,44171,4799705,22,1,1,3,4,-0.980258733601438,-0.673774606534195,-0.800504891981969,-0.796937590259501,-1.33364278957469,-0.980258733601438,-0.673774606534195,-0.800504891981969,-0.796937590259501,-1.33364278957469,-0.980258733601438,-0.673774606534195,-0.800504891981969,-0.796937590259501,-1.33364278957469,0.944938744767331,0.803109076735994,0.792547960113014,121,56,65,13,17,17,18,19,17,20,16,38,26,20,24,-0.980258733601438,-1.33364278957469,-0.796937590259501,-0.800504891981969,-0.673774606534195,-0.65143934798135,0.619558798890913,8.41829932710908,32.778227505778,-24.3599281786689,62,109,117,-0.84712084625024,-1.31824359626631,0.651439347981352,59,45,14,1.04505762052888,0.34188758480729,1.1724952223875,1.09475910494415,1.09560233698615,0.879141789115331,0.986563321613923,1.04948195855653,1.01152355123597,0.0161735533220193,1.32758708702686,0.114764961657532,1.10209764184629,22,28,26
"231",231,231,44358,7252313,49,2,1,3,5,0.0351347216344602,-0.513510523169271,0.764153462104526,2.05904955782725,0.39859436182794,0.0351347216344602,-0.513510523169271,0.764153462104526,2.05904955782725,0.39859436182794,0.0351347216344602,-0.513510523169271,0.764153462104526,2.05904955782725,0.39859436182794,0.236541086563028,0.613020196165394,-0.250468253332619,90,42,48,9,12,13,14,15,12,15,26,40,42,34,52,0.0351347216344602,0.39859436182794,2.05904955782725,0.764153462104526,-0.513510523169271,-0.601973774789913,1.05349395279452,26.713932920862,51.2820656138785,-24.5681326930165,97,117,118,0.828844028466312,0.716244346399811,0.601973774789914,53,40,13,0.379078232804854,-0.0410795160039764,0.484612316845504,-0.355262601323537,-0.387437828770279,-0.265023405566423,-0.0965014455139923,-0.0738524341206452,0.143430585216088,-0.731691552288168,0.343811014845417,-0.955140648633658,-0.147926763544518,18,23,25
"232",232,232,44545,3444592,24,1,1,4,4,-0.980258733601438,-1.47509502335881,0.987676084116883,1.03905414779627,1.48124258145458,-0.980258733601438,-1.47509502335881,0.987676084116883,1.03905414779627,1.48124258145458,-0.980258733601438,-1.47509502335881,0.987676084116883,1.03905414779627,1.48124258145458,-0.64895598619235,1.75355347958899,-0.459071496021746,117,61,56,7,14,9,26,17,24,20,16,28,52,36,42,-0.980258733601438,1.48124258145458,1.03905414779627,0.987676084116883,-1.47509502335881,-0.057852469684103,-0.465279085868093,19.1368723750097,45.9952547258498,-26.8583823508401,87,89,129,0.134750147356606,0.134962077066635,0.0578524696841043,55,38,17,0.601071362046197,1.49078888724109,0.209459154628705,0.907659529941865,1.62525953904202,0.273407274283814,-0.63803382907795,0.375481322950227,-0.724662380803793,1.51190376454239,0.835699050936138,1.6126328160652,1.10209764184629,13,22,31
"233",233,233,44732,6835002,23,2,1,8,3,-1.18333742464862,1.24939439384489,-0.576982269969612,0.631055983783874,0.831653649678597,-1.18333742464862,1.24939439384489,-0.576982269969612,0.631055983783874,0.831653649678597,-1.18333742464862,1.24939439384489,-0.576982269969612,0.631055983783874,0.831653649678597,1.47623698842056,0.232842435024195,0.375341474734761,115,40,75,15,19,21,20,16,9,15,14,62,46,22,38,-1.18333742464862,0.831653649678597,0.631055983783874,-0.576982269969612,1.24939439384489,1.62397701882476,-1.27890749943735,14.1726432424028,48.1099790810613,-33.9373358386584,91,74,163,-0.319996260504039,0.367474984799905,-1.62397701882476,54,41,13,0.490074797425526,-0.0410795160039764,0.622188897953903,0.814109742440725,-0.599300709592626,1.55218013892813,1.52809570517788,1.49881571562741,1.87961651725585,0.390106106127113,0.589755032890778,-1.59708401480837,-0.147926763544518,25,26,23
"234",234,234,44920,3749660,19,1,1,3,3,-0.574101351507079,-0.513510523169271,-0.353459647957256,0.427056901777677,0.831653649678597,-0.574101351507079,-0.513510523169271,-0.353459647957256,0.427056901777677,0.831653649678597,-0.574101351507079,-0.513510523169271,-0.353459647957256,0.427056901777677,0.831653649678597,-0.471856571641274,-0.147335326117005,0.583944717423888,127,50,77,17,16,17,27,16,16,18,20,40,46,24,36,-0.574101351507079,0.831653649678597,0.427056901777677,-0.353459647957256,-0.513510523169271,-0.552508201598475,0.836526375842714,19.1041931632742,43.8805303706383,-24.7763372073641,83,113,119,0.131756580026922,-0.0975508306666363,0.552508201598477,51,38,13,0.157085103563511,-0.0410795160039764,0.209459154628705,1.37540846744757,0.460013694519111,1.68678780889069,2.06962808874184,0.824815080021098,1.01152355123597,1.69887004094494,0.589755032890778,-0.0992161604007057,0.60208787968997,14,27,21
"235",235,235,45296,9999041,32,2,1,3,4,0.644370794775999,0.448073977020271,-0.800504891981969,-1.20493575427189,-0.467524213873374,0.644370794775999,0.448073977020271,-0.800504891981969,-1.20493575427189,-0.467524213873374,0.644370794775999,0.448073977020271,-0.800504891981969,-1.20493575427189,-0.467524213873374,1.12203815931841,-0.337424206687605,-0.250468253332619,107,51,56,9,14,19,14,18,19,14,32,52,34,20,20,0.644370794775999,-0.467524213873374,-1.20493575427189,-0.800504891981969,0.448073977020271,-0.750370494364224,0.0228979622734599,17.8222868654531,41.7658060154268,-23.9435191499737,79,98,115,0.0143280188996552,-0.330063738399907,0.750370494364226,47,34,13,-0.286901154919175,-0.0410795160039764,-0.340847169804893,0.439910592436161,0.565945134930285,0.273407274283814,-0.0965014455139923,0.375481322950227,1.44557003424591,-0.731691552288168,1.0816430689815,0.542727205774009,-0.397931644622681,23,23,20
"236",236,236,45483,7904382,27,1,4,7,4,-1.18333742464862,0.448073977020271,-1.02402751399432,-0.184940344240912,-0.250994569948045,-1.18333742464862,0.448073977020271,-1.02402751399432,-0.184940344240912,-0.250994569948045,-1.18333742464862,0.448073977020271,-1.02402751399432,-0.184940344240912,-0.250994569948045,-0.64895598619235,1.75355347958899,0.375341474734761,105,58,47,6,11,15,15,20,22,16,14,52,36,18,30,-1.18333742464862,-0.250994569948045,-0.184940344240912,-1.02402751399432,0.448073977020271,-0.255714762449852,-0.0313439319644904,13.6255173667656,39.6510816602153,-26.0255642934497,75,97,125,-0.370115527755304,-0.562576646133178,0.255714762449854,47,35,12,-0.286901154919175,-0.424046616815243,-0.203270588696494,0.34636080493502,1.3074652178085,-0.332327240547702,-0.908800020859929,-0.298519312656081,0.577477068226028,-0.544725275885621,1.57353110507222,1.18467057194872,0.102078117533644,13,26,31
"237",237,237,45671,2581312,29,1,4,7,4,0.644370794775999,-0.353246439804347,0.0935855960674572,0.83505506579007,0.182064717902612,0.644370794775999,-0.353246439804347,0.0935855960674572,0.83505506579007,0.182064717902612,0.644370794775999,-0.353246439804347,0.0935855960674572,0.83505506579007,0.182064717902612,2.00753523207379,1.37337571844779,1.20975444549127,124,55,69,14,19,16,20,19,19,17,32,42,40,28,40,0.644370794775999,0.182064717902612,0.83505506579007,0.0935855960674572,-0.353246439804347,0.881993420953205,1.32470342398427,17.2957109576168,48.1099790810613,-30.8142681234445,91,122,148,-0.0339087760100828,0.367474984799905,-0.881993420953203,53,38,15,0.379078232804854,0.724854685618557,0.209459154628705,1.23508378619586,0.98967089657498,1.14835712904045,1.2573295133959,1.49881571562741,0.794500309730998,0.390106106127113,1.32758708702686,0.542727205774009,0.352082998611807,28,30,29
"238",238,238,46050,2216600,20,2,1,3,3,2.87823639629498,1.40965847720981,2.32881181619102,0.223057819771481,0.182064717902612,2.87823639629498,1.40965847720981,2.32881181619102,0.223057819771481,0.182064717902612,2.87823639629498,1.40965847720981,2.32881181619102,0.223057819771481,0.182064717902612,2.71593289027809,0.803109076735994,0.166738232045634,111,47,64,10,16,18,20,17,18,12,54,64,40,48,34,2.87823639629498,0.182064717902612,0.223057819771481,2.32881181619102,1.40965847720981,-0.305180335641289,1.43318721246017,37.6243708772424,63.4417306563445,-25.8173597791021,120,124,124,1.82829073737458,2.05319356586612,0.305180335641291,44,32,12,-0.61989084878119,-0.424046616815243,-0.616000332021692,0.627010167438443,0.14221937328559,0.811837954134052,0.174264746267987,0.824815080021098,1.22854679274094,0.390106106127113,0.835699050936138,0.328746083715771,-0.897941406779006,32,25,26
"239",239,239,46237,2707832,31,1,1,3,5,-0.777180042554259,1.08913031047997,-0.800504891981969,0.631055983783874,0.182064717902612,-0.777180042554259,1.08913031047997,-0.800504891981969,0.631055983783874,0.182064717902612,-0.777180042554259,1.08913031047997,-0.800504891981969,0.631055983783874,0.182064717902612,1.47623698842056,0.422931315594795,0.583944717423888,134,60,74,15,18,20,21,17,22,21,18,60,40,20,38,-0.777180042554259,0.182064717902612,0.631055983783874,-0.800504891981969,1.08913031047997,-0.00838689649266573,-1.38739128791325,19.457348949465,46.5239358146527,-27.0665868651877,88,72,130,0.164107287638423,0.193090303999952,0.00838689649266752,56,40,16,0.712067926666869,1.10782178642982,0.484612316845504,1.70283272370156,1.51932809863085,1.48487630394685,1.52809570517788,1.27414883709197,1.66259327575088,0.57707238252966,0.835699050936138,1.18467057194872,1.35210252292446,25,27,24
"240",240,240,46425,6261971,21,1,1,3,3,0.44129210372882,-0.0327182730745002,1.21119870612924,1.24305322980246,0.39859436182794,0.44129210372882,-0.0327182730745002,1.21119870612924,1.24305322980246,0.39859436182794,0.44129210372882,-0.0327182730745002,1.21119870612924,1.24305322980246,0.39859436182794,1.12203815931841,-0.147335326117005,1.00115120280214,152,61,91,17,23,23,28,20,19,22,30,46,42,38,44,0.44129210372882,0.39859436182794,1.24305322980246,1.21119870612924,-0.0327182730745002,-2.23433769010734,0.836526375842714,35.1707251607413,52.8681088802871,-17.6973837195458,100,113,85,1.60352541209726,0.890629027199765,2.23433769010734,64,47,17,1.60004044363224,1.49078888724109,1.4476483846043,2.54478081121183,1.62525953904202,2.6290414986286,2.06962808874184,2.39748322976915,2.31366300026579,1.88583631734749,1.57353110507222,0.542727205774009,1.60210740400262,23,29,21
"241",241,241,46613,8575040,29,1,1,5,5,1.6597642500119,0.127545810290423,0.54063084009217,1.03905414779627,1.48124258145458,1.6597642500119,0.127545810290423,0.54063084009217,1.03905414779627,1.48124258145458,1.6597642500119,0.127545810290423,0.54063084009217,1.03905414779627,1.48124258145458,1.29913757386948,2.70399788244199,2.2527706589369,102,60,42,8,4,7,23,22,22,16,42,48,52,32,42,1.6597642500119,1.48124258145458,1.03905414779627,0.54063084009217,0.127545810290423,1.37664915286758,0.999252058556565,24.2012443237896,57.0975575907101,-32.8963132669205,108,116,158,0.598670101544648,1.35565484266631,-1.37664915286758,67,51,16,1.93303013749426,1.10782178642982,1.9979547090379,0.206036123683309,1.51932809863085,-0.668846415454101,-0.367267637295971,-1.87118746240413,-1.15870886381373,0.951004935334753,2.06541914116294,1.18467057194872,0.102078117533644,24,35,36
