"","X.2","X.1","X","id","Age","Gender","Ethnicity","Ethnic_Origin","Education","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","dominance_Sum","leadership_Sum","prestige_Sum","PNI_Sum","grandiosity_Sum","vulnerability_Sum","cse_Sum","devaluing_Sum","entitlement_rage_Sum","hts_Sum","exploitativeness_Sum","grandiose_fantasy_Sum","ssse_Sum","ethicalPreference","financialPreference","socialPreference","healthAndSafetyPreference","recreationalPreference","ethicalPreference_z","socialPreference_z","recreationalPreference_z","healthAndSafetyPreference_z","financialPreference_z","riskPerceptionSum_z","riskSum_z","generalRiskPreference","generalExpectedBenefits","generalPerceievedRisk","riskBenefitSum","riskSum","riskPerceptionSum","generalRiskPreference_z","generalExpectedBenefits_z","generalPerceievedRisk_z","UMSSum","UMSIntimacySum","UMSAffiliationSum","UMSSum_z","UMSAffiliationSum_z","UMSIntimacySum_z","PNI_Sum_z","grandiosity_Sum_z","vulnerability_Sum_z","cse_Sum_z","devaluing_Sum_z","entitlement_rage_Sum_z","hts_Sum_z","exploitativeness_Sum_z","grandiose_fantasy_Sum_z","ssse_Sum_z","dominance_Sum_pre","prestige_Sum_pre","leadership_Sum_pre"
"56",56,56,10678,7472647,22,1,1,3,4,-0.777180042554259,-0.673774606534195,-0.576982269969612,1.03905414779627,-0.250994569948045,-0.777180042554259,-0.673774606534195,-0.576982269969612,1.03905414779627,-0.250994569948045,-0.777180042554259,-0.673774606534195,-0.576982269969612,1.03905414779627,-0.250994569948045,0.0594416720119528,-1.2878686095406,0.166738232045634,93,41,52,10,10,13,19,13,13,15,18,38,36,22,42,-0.777180042554259,-0.250994569948045,1.03905414779627,-0.576982269969612,-0.673774606534195,-0.997698360321411,-0.573762874343993,18.3346283483882,41.237124926624,-22.9024965782358,78,87,110,0.0612608744828937,-0.388191965333225,0.997698360321413,47,36,11,-0.286901154919175,-0.80701371762651,-0.0656940075880943,-0.214937920071826,-0.493369269181453,0.00419193435869577,0.174264746267987,-0.523186191191517,0.143430585216088,0.203139829724566,-0.148077021245304,-0.74115952657542,-0.147926763544518,17,25,15
"57",57,57,10865,1389433,28,2,1,3,5,-0.980258733601438,-0.192982356439424,-0.576982269969612,0.83505506579007,-0.467524213873374,-0.980258733601438,-0.192982356439424,-0.576982269969612,0.83505506579007,-0.467524213873374,-0.980258733601438,-0.192982356439424,-0.576982269969612,0.83505506579007,-0.467524213873374,0.0594416720119528,0.613020196165394,-0.0418650106434924,87,39,48,10,8,9,21,12,20,7,16,44,34,22,40,-0.980258733601438,-0.467524213873374,0.83505506579007,-0.576982269969612,-0.192982356439424,0.535734408613144,-0.194069614678341,11.8802884036127,41.237124926624,-29.3568365230113,78,94,141,-0.529986593471283,-0.388191965333225,-0.535734408613142,45,33,12,-0.508894284160518,-0.424046616815243,-0.478423750913293,-0.495587282575248,-0.7052321500038,-0.265023405566423,0.174264746267987,-0.972519948262389,-0.724662380803793,0.57707238252966,-0.394021039290664,0.756708327832247,-2.14796581216982,17,24,25
"58",58,58,11052,1848811,32,1,4,7,3,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-1.40893483627809,-0.684053857798703,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-1.40893483627809,-0.684053857798703,-0.980258733601438,-0.0327182730745002,-1.02402751399432,-1.40893483627809,-0.684053857798703,-0.64895598619235,0.422931315594795,0.375341474734761,81,41,40,3,10,9,18,10,15,16,16,46,32,18,18,-0.980258733601438,-0.684053857798703,-1.40893483627809,-1.02402751399432,-0.0327182730745002,1.92077045797339,-1.60435886486505,-0.822292152557402,34.3642707721866,-35.186562924744,65,68,169,-1.69360187475171,-1.14385891546635,-1.92077045797339,43,30,13,-0.730887413401861,-0.0410795160039764,-0.891153494238491,-0.776236645078671,-0.493369269181453,-0.80345408541666,-1.72109859620587,-0.523186191191517,-0.724662380803793,0.0161735533220193,-0.885909075381385,-0.313197282458944,0.102078117533644,13,26,24
"59",59,59,11239,2050480,19,1,4,2,4,-0.777180042554259,0.127545810290423,-1.02402751399432,0.0190587377652848,0.182064717902612,-0.777180042554259,0.127545810290423,-1.02402751399432,0.0190587377652848,0.182064717902612,-0.777180042554259,0.127545810290423,-1.02402751399432,0.0190587377652848,0.182064717902612,-1.35735364439665,1.75355347958899,2.04416741624777,111,57,54,18,14,4,18,10,24,23,18,48,40,18,32,-0.777180042554259,0.182064717902612,0.0190587377652848,-1.02402751399432,0.127545810290423,0.931458994144642,0.348349327701162,10.2146522888319,41.237124926624,-31.0224726377921,78,104,149,-0.682566585201392,-0.388191965333225,-0.93145899414464,61,43,18,1.26705074977023,1.87375598805236,0.897342060170702,0.627010167438443,1.20153377739733,0.138799604321255,2.34039428052382,0.375481322950227,-1.80977858832864,0.0161735533220193,-0.885909075381385,1.6126328160652,1.85211228508078,9,34,31
"60",60,60,11426,3755673,25,1,4,7,2,-0.980258733601438,0.768602143750118,0.317108218079814,1.03905414779627,2.13083151323057,-0.980258733601438,0.768602143750118,0.317108218079814,1.03905414779627,2.13083151323057,-0.980258733601438,0.768602143750118,0.317108218079814,1.03905414779627,2.13083151323057,-1.88865188804988,-0.527513087258205,0.166738232045634,97,40,57,10,13,16,18,9,12,19,16,56,58,30,42,-0.980258733601438,2.13083151323057,1.03905414779627,0.317108218079814,0.768602143750118,1.47558029925045,-0.0855858262024407,20.0840676734743,53.39678996909,-33.3127222956157,101,96,160,0.221517628875557,0.948757254133082,-1.47558029925045,51,38,13,0.157085103563511,-0.0410795160039764,0.209459154628705,-0.0278383450695438,-0.599300709592626,0.340711109265094,0.174264746267987,0.150814444414791,0.794500309730998,0.0161735533220193,-1.13185309342675,-0.955140648633658,0.852092760768132,6,25,19
"61",61,61,11614,1560145,37,1,4,7,5,-0.980258733601438,-1.31483093999389,0.764153462104526,-0.796937590259501,0.182064717902612,-0.980258733601438,-1.31483093999389,0.764153462104526,-0.796937590259501,0.182064717902612,-0.980258733601438,-1.31483093999389,0.764153462104526,-0.796937590259501,0.182064717902612,1.29913757386948,0.803109076735994,-0.0418650106434924,115,47,68,13,14,18,23,13,21,13,16,30,40,34,24,-0.980258733601438,0.182064717902612,-0.796937590259501,0.764153462104526,-1.31483093999389,0.881993420953205,0.348349327701162,7.25077027036225,38.0650383938067,-30.8142681234445,72,104,148,-0.954071921723611,-0.736961326933131,-0.881993420953203,46,33,13,-0.397897719539847,-0.0410795160039764,-0.478423750913293,0.814109742440725,0.14221937328559,1.08105329405917,0.986563321613923,0.375481322950227,1.22854679274094,0.951004935334753,-0.148077021245304,0.970689449890485,-0.647936525700844,24,24,26
"62",62,62,11801,4960312,26,2,1,2,4,-0.167943969412719,-0.834038689899118,0.54063084009217,-0.184940344240912,-0.684053857798703,-0.167943969412719,-0.834038689899118,0.54063084009217,-0.184940344240912,-0.684053857798703,-0.167943969412719,-0.834038689899118,0.54063084009217,-0.184940344240912,-0.684053857798703,-0.471856571641274,1.75355347958899,-1.71069095215651,72,46,26,3,8,6,9,17,16,13,24,36,32,32,30,-0.167943969412719,-0.684053857798703,-0.184940344240912,0.54063084009217,-0.834038689899118,-1.44288851904435,-0.899214239771695,19.6797878887137,40.7084438378211,-21.0286559491074,77,81,101,0.184483725931187,-0.446320192266542,1.44288851904435,38,29,9,-1.28587023650522,-1.57294791924904,-1.02873007534689,-1.19721068883381,0.0362879328744161,-1.74570777515458,-1.72109859620587,-0.972519948262389,-1.3757321053187,-1.6665229343009,0.835699050936138,-0.0992161604007057,-0.647936525700844,14,16,31
"63",63,63,11989,4013604,23,2,1,3,5,0.44129210372882,-0.834038689899118,-1.02402751399432,0.631055983783874,-0.900583501724031,0.44129210372882,-0.834038689899118,-1.02402751399432,0.631055983783874,-0.900583501724031,0.44129210372882,-0.834038689899118,-1.02402751399432,0.631055983783874,-0.900583501724031,0.59073991566518,-0.337424206687605,0.792547960113014,90,36,54,10,11,17,16,8,18,10,30,36,30,18,38,0.44129210372882,-0.900583501724031,0.631055983783874,-1.02402751399432,-0.834038689899118,1.2777180064847,-1.06193992248555,7.69985851079296,40.1797627490182,-32.4799042382253,76,78,156,-0.912933356461399,-0.50444841919986,-1.2777180064847,53,37,16,0.379078232804854,1.10782178642982,0.0718825735203052,-0.355262601323537,-1.02302647123732,0.138799604321255,0.174264746267987,-0.298519312656081,1.01152355123597,-0.357758999483074,-1.37779711147211,0.328746083715771,-1.39795116893533,20,28,20
"64",64,64,12176,2057231,45,1,1,3,4,1.45668555896472,0.608338060385194,-1.02402751399432,-1.61293391828429,-0.467524213873374,1.45668555896472,0.608338060385194,-1.02402751399432,-1.61293391828429,-0.467524213873374,1.45668555896472,0.608338060385194,-1.02402751399432,-1.61293391828429,-0.467524213873374,-1.88865188804988,-1.8581352512524,-1.29348446677825,62,36,26,6,5,8,7,7,12,17,40,54,34,18,16,1.45668555896472,-0.467524213873374,-1.61293391828429,-1.02402751399432,0.608338060385194,-0.057852469684103,0.0771398565114102,15.9647858421925,42.8231681930326,-26.8583823508401,81,99,129,-0.155827688131876,-0.213807284533271,0.0578524696841043,56,41,15,0.712067926666869,0.724854685618557,0.622188897953903,-1.66495962633951,-1.02302647123732,-1.74570777515458,-0.908800020859929,-1.6465205838687,-0.941685622308764,-2.040455487106,-1.62374112951747,-0.955140648633658,0.352082998611807,6,18,12
"65",65,65,12364,1357401,26,2,1,3,3,1.05052817687036,0.127545810290423,-0.576982269969612,0.0190587377652848,-0.684053857798703,1.05052817687036,0.127545810290423,-0.576982269969612,0.0190587377652848,-0.684053857798703,1.05052817687036,0.127545810290423,-0.576982269969612,0.0190587377652848,-0.684053857798703,0.59073991566518,0.0427535544535949,-0.459071496021746,93,41,52,9,14,13,16,12,14,15,36,48,32,22,32,1.05052817687036,-0.684053857798703,0.0190587377652848,-0.576982269969612,0.127545810290423,-0.948232787129973,0.456833116177062,21.8271914556607,44.9378925482441,-23.1107010925834,85,106,111,0.381195850253193,0.0187056231999995,0.948232787129975,42,31,11,-0.841883978022533,-0.80701371762651,-0.753576913130092,-0.214937920071826,-0.493369269181453,0.00419193435869577,-0.0965014455139923,0.375481322950227,0.143430585216088,-0.357758999483074,-0.394021039290664,-0.527178404517182,-0.147926763544518,20,22,22
"66",66,66,12552,1713690,30,2,1,3,1,-0.980258733601438,0.287809893655347,-0.800504891981969,-0.184940344240912,-0.250994569948045,-0.980258733601438,0.287809893655347,-0.800504891981969,-0.184940344240912,-0.250994569948045,-0.980258733601438,0.287809893655347,-0.800504891981969,-0.184940344240912,-0.250994569948045,-0.826055400743426,-0.527513087258205,-0.876277981399999,119,54,65,15,19,12,19,12,22,20,16,50,36,20,30,-0.980258733601438,-0.250994569948045,-0.184940344240912,-0.800504891981969,0.287809893655347,1.2777180064847,-1.06193992248555,7.69985851079296,40.1797627490182,-32.4799042382253,76,78,156,-0.912933356461399,-0.50444841919986,-1.2777180064847,47,34,13,-0.286901154919175,-0.0410795160039764,-0.340847169804893,1.00120931744301,0.883739456163806,0.879141789115331,1.52809570517788,1.49881571562741,-0.0735926562888825,0.203139829724566,-0.394021039290664,1.18467057194872,1.10209764184629,12,20,19
"67",67,67,12739,7874418,35,1,1,3,2,0.23821341268164,-0.673774606534195,-0.576982269969612,0.0190587377652848,-1.33364278957469,0.23821341268164,-0.673774606534195,-0.576982269969612,0.0190587377652848,-1.33364278957469,0.23821341268164,-0.673774606534195,-0.576982269969612,0.0190587377652848,-1.33364278957469,0.767839330216256,0.0427535544535949,-1.50208770946738,106,51,55,5,10,13,27,17,19,15,28,38,26,22,32,0.23821341268164,-1.33364278957469,0.0190587377652848,-0.576982269969612,-0.673774606534195,0.337872115847395,-0.139827720440391,10.0697010169887,38.5937194826096,-28.5240184656209,73,95,137,-0.69584479384663,-0.678833099999813,-0.337872115847393,43,28,15,-0.730887413401861,0.724854685618557,-1.16630665645529,0.39313569868559,0.565945134930285,0.206103439302535,-1.17956621264191,-0.523186191191517,0.143430585216088,1.69887004094494,0.835699050936138,0.542727205774009,-0.147926763544518,21,17,22
"68",68,68,12927,4954931,42,1,1,3,3,1.6597642500119,1.08913031047997,2.99937968222809,1.03905414779627,0.39859436182794,1.6597642500119,1.08913031047997,2.99937968222809,1.03905414779627,0.39859436182794,1.6597642500119,1.08913031047997,2.99937968222809,1.03905414779627,0.39859436182794,0.236541086563028,-0.527513087258205,-1.29348446677825,85,37,48,9,12,12,15,11,13,13,42,60,42,54,42,1.6597642500119,0.39859436182794,1.03905414779627,2.99937968222809,1.08913031047997,-0.503042628407038,1.21621963550837,38.4571889346328,63.4417306563445,-24.9845417217117,120,120,120,1.90458073323964,2.05319356586612,0.50304262840704,42,31,11,-0.841883978022533,-0.80701371762651,-0.753576913130092,-0.589137070076389,-0.917095030826148,-0.265023405566423,-0.0965014455139923,-0.0738524341206452,-0.0735926562888825,-0.544725275885621,-0.639965057336025,-0.74115952657542,-0.647936525700844,18,18,19
"69",69,69,13303,9353116,31,2,1,3,4,-0.167943969412719,0.448073977020271,0.764153462104526,0.0190587377652848,-0.250994569948045,-0.167943969412719,0.448073977020271,0.764153462104526,0.0190587377652848,-0.250994569948045,-0.167943969412719,0.448073977020271,0.764153462104526,0.0190587377652848,-0.250994569948045,0.413640501114104,-0.527513087258205,0.583944717423888,79,44,35,4,7,6,18,19,8,17,24,52,36,34,32,-0.167943969412719,-0.250994569948045,0.0190587377652848,0.764153462104526,0.448073977020271,-1.69021638500153,-0.248311508916292,27.0649835260861,47.0526169034555,-19.9876333773694,89,93,96,0.861001891739471,0.25121853093327,1.69021638500153,53,40,13,0.379078232804854,-0.0410795160039764,0.484612316845504,-0.869786432579812,-0.175574947947931,-1.13997326032306,-1.45033240442389,-1.19718682679782,-1.3757321053187,0.0161735533220193,1.32758708702686,-1.81106513686661,0.352082998611807,19,27,19
"70",70,70,13491,7980577,22,1,4,7,4,-1.18333742464862,-0.0327182730745002,-0.353459647957256,0.427056901777677,1.69777222537991,-1.18333742464862,-0.0327182730745002,-0.353459647957256,0.427056901777677,1.69777222537991,-1.18333742464862,-0.0327182730745002,-0.353459647957256,0.427056901777677,1.69777222537991,1.12203815931841,2.13373124073019,1.62696093086952,142,62,80,13,23,24,20,19,24,19,14,46,54,24,36,-1.18333742464862,1.69777222537991,0.427056901777677,-0.353459647957256,-0.0327182730745002,0.931458994144642,1.05349395279452,14.9727820880577,45.9952547258498,-31.0224726377921,87,117,149,-0.246699831968668,0.134962077066635,-0.93145899414464,72,56,16,2.48801296059761,1.10782178642982,2.68583761457989,2.07703187370613,1.7311909794532,1.88869931383453,0.986563321613923,2.39748322976915,2.53068624177076,0.390106106127113,1.32758708702686,1.6126328160652,0.852092760768132,23,32,33
"71",71,71,13679,7795344,43,1,1,3,5,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.81693300029048,-0.250994569948045,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.81693300029048,-0.250994569948045,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.81693300029048,-0.250994569948045,-1.88865188804988,0.232842435024195,-0.0418650106434924,50,31,19,5,4,5,5,8,13,10,16,42,36,18,14,-0.980258733601438,-0.250994569948045,-1.81693300029048,-1.02402751399432,-0.353246439804347,0.387337689038832,-1.60435886486505,4.57468561461239,33.3069085945809,-28.7322229799685,63,68,138,-1.1992136852937,-1.26011536933299,-0.38733768903883,47,35,12,-0.286901154919175,-0.424046616815243,-0.203270588696494,-2.22625835134636,-1.55268367329319,-2.21683462002353,-1.17956621264191,-1.87118746240413,-1.59275534682367,-2.41438803991109,-1.37779711147211,-0.74115952657542,-1.39795116893533,6,24,23
"72",72,72,13866,9292206,23,1,4,7,4,-1.18333742464862,-0.0327182730745002,-0.576982269969612,-1.40893483627809,-0.0344649260227169,-1.18333742464862,-0.0327182730745002,-0.576982269969612,-1.40893483627809,-0.0344649260227169,-1.18333742464862,-0.0327182730745002,-0.576982269969612,-1.40893483627809,-0.0344649260227169,1.47623698842056,0.613020196165394,1.62696093086952,114,50,64,11,20,20,13,14,15,21,14,46,38,22,18,-1.18333742464862,-0.0344649260227169,-1.40893483627809,-0.576982269969612,-0.0327182730745002,1.22825243329327,-1.27890749943735,4.20729540352045,36.4789951273981,-32.2716997238777,69,74,155,-1.2328683322317,-0.911346007733084,-1.22825243329326,56,41,15,0.712067926666869,0.724854685618557,0.622188897953903,0.767334848690154,0.460013694519111,0.811837954134052,0.445030938049965,1.72348259416284,1.66259327575088,-0.918657828690715,0.0978669968000567,-0.313197282458944,1.35210252292446,25,32,25
"73",73,73,14054,8317085,42,1,1,3,4,0.44129210372882,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-1.33364278957469,0.44129210372882,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-1.33364278957469,0.44129210372882,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-1.33364278957469,-1.0031548152945,-1.2878686095406,-0.459071496021746,71,36,35,4,11,6,14,11,11,14,30,46,26,24,30,0.44129210372882,-1.33364278957469,-0.184940344240912,-0.353459647957256,-0.0327182730745002,-1.29449179947003,-0.736488557057844,19.5838554344738,41.237124926624,-21.6532694921502,78,84,104,0.175695868280476,-0.388191965333225,1.29449179947004,37,27,10,-1.39686680112589,-1.18998081843778,-1.30388323756369,-1.24398558258438,-1.02302647123732,-1.13997326032306,-1.45033240442389,-0.298519312656081,-1.3757321053187,-0.731691552288168,-0.639965057336025,-1.1691217706919,-0.397931644622681,11,22,15
"74",74,74,14242,7895923,31,1,1,3,2,-1.18333742464862,-0.513510523169271,-1.02402751399432,-0.796937590259501,-0.467524213873374,-1.18333742464862,-0.513510523169271,-1.02402751399432,-0.796937590259501,-0.467524213873374,-1.18333742464862,-0.513510523169271,-1.02402751399432,-0.796937590259501,-0.467524213873374,0.767839330216256,0.613020196165394,1.41835768818039,114,51,63,9,18,18,18,14,20,17,14,40,34,18,24,-1.18333742464862,-0.467524213873374,-0.796937590259501,-1.02402751399432,-0.513510523169271,1.2777180064847,-0.194069614678341,1.88436653396137,34.3642707721866,-32.4799042382253,65,94,156,-1.44565938819028,-1.14385891546635,-1.2777180064847,63,47,16,1.48904387901157,1.10782178642982,1.4476483846043,0.767334848690154,0.565945134930285,0.744534119152772,-0.0965014455139923,1.27414883709197,1.22854679274094,0.0161735533220193,0.0978669968000567,0.756708327832247,0.352082998611807,21,31,25
"75",75,75,14429,3270168,30,2,1,3,4,-0.980258733601438,-0.513510523169271,-1.02402751399432,-0.388939426247108,-0.684053857798703,-0.980258733601438,-0.513510523169271,-1.02402751399432,-0.388939426247108,-0.684053857798703,-0.980258733601438,-0.513510523169271,-1.02402751399432,-0.388939426247108,-0.684053857798703,0.0594416720119528,1.37337571844779,0.375341474734761,106,55,51,3,12,13,23,18,21,16,16,40,32,18,28,-0.980258733601438,-0.684053857798703,-0.388939426247108,-1.02402751399432,-0.513510523169271,0.980924567336079,-0.736488557057844,4.1909557976527,35.4216329497924,-31.2306771521397,67,84,150,-1.23436511589654,-1.02760246159972,-0.980924567336078,46,31,15,-0.397897719539847,0.724854685618557,-0.753576913130092,0.39313569868559,0.98967089657498,-0.0631119006225839,-1.72109859620587,-0.0738524341206452,0.143430585216088,0.951004935334753,1.0816430689815,0.970689449890485,0.102078117533644,17,26,29
"76",76,76,14617,6672185,25,2,1,3,4,-0.574101351507079,0.768602143750118,-0.353459647957256,2.26304863983344,1.04818329360393,-0.574101351507079,0.768602143750118,-0.353459647957256,2.26304863983344,1.04818329360393,-0.574101351507079,0.768602143750118,-0.353459647957256,2.26304863983344,1.04818329360393,0.413640501114104,0.232842435024195,-0.250468253332619,92,50,42,8,6,15,13,15,20,15,20,56,48,24,54,-0.574101351507079,1.04818329360393,2.26304863983344,-0.353459647957256,0.768602143750118,-0.849301640747099,0.945010164318615,29.8696798478114,53.39678996909,-23.5271101212786,101,115,113,1.11792508028995,0.948757254133082,0.849301640747101,47,37,10,-0.286901154919175,-1.18998081843778,0.0718825735203052,-0.261712813822396,0.460013694519111,-0.668846415454101,-0.367267637295971,-1.42185370533326,0.577477068226028,-0.918657828690715,0.343811014845417,0.756708327832247,-0.147926763544518,19,23,23
"77",77,77,14804,9200921,30,1,1,3,3,0.0351347216344602,1.73018664393966,0.764153462104526,-0.184940344240912,1.69777222537991,0.0351347216344602,1.73018664393966,0.764153462104526,-0.184940344240912,1.69777222537991,0.0351347216344602,1.73018664393966,0.764153462104526,-0.184940344240912,1.69777222537991,0.59073991566518,0.0427535544535949,-0.667674738710872,66,37,29,4,6,7,12,14,14,9,26,68,54,34,30,0.0351347216344602,1.69777222537991,-0.184940344240912,0.764153462104526,1.73018664393966,-0.305180335641289,0.511075010415012,30.2228356340022,56.0401954131043,-25.8173597791021,106,107,124,1.15027578790145,1.23939838879967,0.305180335641291,40,29,11,-1.06387710726388,-0.80701371762651,-1.02873007534689,-1.47786005133723,-0.917095030826148,-1.54379627021074,-1.45033240442389,-1.42185370533326,-1.15870886381373,-1.10562410509326,0.0978669968000567,-0.527178404517182,-1.64795605001349,20,21,22
"78",78,78,14992,2714688,28,2,1,3,4,0.847449485823179,-0.192982356439424,0.0935855960674572,1.03905414779627,1.48124258145458,0.847449485823179,-0.192982356439424,0.0935855960674572,1.03905414779627,1.48124258145458,0.847449485823179,-0.192982356439424,0.0935855960674572,1.03905414779627,1.48124258145458,-1.18025422984558,1.18328683787719,1.00115120280214,85,49,36,5,10,9,12,12,19,18,34,44,52,28,42,0.847449485823179,1.48124258145458,1.03905414779627,0.0935855960674572,-0.192982356439424,-0.849301640747099,0.945010164318615,29.3409987590086,52.8681088802871,-23.5271101212786,100,115,113,1.06949544104187,0.890629027199765,0.849301640747101,62,44,18,1.3780473143909,1.87375598805236,1.0349186412791,-0.589137070076389,0.354082254107937,-1.07266942534178,-1.17956621264191,-0.523186191191517,-0.724662380803793,-1.10562410509326,-0.394021039290664,0.542727205774009,0.60208787968997,10,29,28
"79",79,79,15180,6583932,24,2,1,3,3,0.44129210372882,-1.15456685662897,1.21119870612924,-1.40893483627809,-0.0344649260227169,0.44129210372882,-1.15456685662897,1.21119870612924,-1.40893483627809,-0.0344649260227169,0.44129210372882,-1.15456685662897,1.21119870612924,-1.40893483627809,-0.0344649260227169,0.0594416720119528,-1.2878686095406,1.20975444549127,114,58,56,14,12,12,18,20,21,17,30,32,38,38,18,0.44129210372882,-0.0344649260227169,-1.40893483627809,1.21119870612924,-1.15456685662897,0.43680326223027,-0.302553403154242,12.2966974323079,41.237124926624,-28.9404274943161,78,92,139,-0.491841595538755,-0.388191965333225,-0.436803262230268,48,36,12,-0.175904590298504,-0.424046616815243,-0.0656940075880943,0.767334848690154,1.3074652178085,0.273407274283814,1.2573295133959,-0.0738524341206452,-0.0735926562888825,0.0161735533220193,1.57353110507222,0.970689449890485,0.352082998611807,17,30,15
"80",80,80,15367,7658339,25,1,4,7,4,-0.777180042554259,-0.834038689899118,-0.576982269969612,-1.40893483627809,-1.76670207742535,-0.777180042554259,-0.834038689899118,-0.576982269969612,-1.40893483627809,-1.76670207742535,-0.777180042554259,-0.834038689899118,-0.576982269969612,-1.40893483627809,-1.76670207742535,-1.53445305894773,-1.09777972897,-0.667674738710872,84,36,48,6,16,14,12,9,12,15,18,36,22,22,18,-0.777180042554259,-1.76670207742535,-1.40893483627809,-0.576982269969612,-0.834038689899118,1.57451144563333,-1.2246656051994,-3.06562817374432,30.6635031505665,-33.7291313243108,58,75,162,-1.89910185672443,-1.55075650399958,-1.57451144563333,42,33,9,-0.841883978022533,-1.57294791924904,-0.478423750913293,-0.63591196382696,-1.02302647123732,-0.265023405566423,-0.908800020859929,0.824815080021098,0.360453826721058,-1.10562410509326,-1.13185309342675,-0.955140648633658,-0.147926763544518,8,21,16
"81",81,81,15741,3055001,21,1,1,3,4,0.0351347216344602,-0.513510523169271,-1.02402751399432,-0.388939426247108,0.182064717902612,0.0351347216344602,-0.513510523169271,-1.02402751399432,-0.388939426247108,0.182064717902612,0.0351347216344602,-0.513510523169271,-1.02402751399432,-0.388939426247108,0.182064717902612,0.0594416720119528,0.232842435024195,1.00115120280214,108,40,68,14,14,18,22,15,10,15,26,40,40,18,28,0.0351347216344602,0.182064717902612,-0.388939426247108,-1.02402751399432,-0.513510523169271,-0.10731804287554,-1.4416331821512,13.5295849125257,40.1797627490182,-26.6501778364925,76,71,128,-0.378903385406014,-0.50444841919986,0.107318042875542,57,43,14,0.82306449128754,0.34188758480729,0.897342060170702,0.486685486186731,-0.599300709592626,1.08105329405917,1.2573295133959,0.375481322950227,1.22854679274094,0.764038658932206,0.343811014845417,-1.38310289275013,-0.147926763544518,17,29,23
"82",82,82,15928,1526846,21,2,8,7,4,1.05052817687036,-0.513510523169271,-0.353459647957256,0.0190587377652848,0.615124005753269,1.05052817687036,-0.513510523169271,-0.353459647957256,0.0190587377652848,0.615124005753269,1.05052817687036,-0.513510523169271,-0.353459647957256,0.0190587377652848,0.615124005753269,-1.18025422984558,0.422931315594795,1.20975444549127,87,47,40,8,4,8,20,9,21,17,36,40,44,24,32,1.05052817687036,0.615124005753269,0.0190587377652848,-0.353459647957256,-0.513510523169271,-0.305180335641289,0.294107433463211,20.7065760355505,46.5239358146527,-25.8173597791021,88,103,124,0.278542281436006,0.193090303999952,0.305180335641291,61,48,13,1.26705074977023,-0.0410795160039764,1.5852249657127,-0.495587282575248,0.14221937328559,-0.80345408541666,-0.367267637295971,-1.87118746240413,-0.941685622308764,0.390106106127113,-1.13185309342675,0.970689449890485,0.352082998611807,10,30,24
"83",83,83,16115,7341459,21,1,1,3,3,-0.167943969412719,-1.15456685662897,0.317108218079814,2.05904955782725,1.91430186930524,-0.167943969412719,-1.15456685662897,0.317108218079814,2.05904955782725,1.91430186930524,-0.167943969412719,-1.15456685662897,0.317108218079814,2.05904955782725,1.91430186930524,0.236541086563028,0.803109076735994,0.166738232045634,125,62,63,10,13,15,25,18,21,23,24,32,56,30,52,-0.167943969412719,1.91430186930524,2.05904955782725,0.317108218079814,-1.15456685662897,1.03039014052752,0.348349327701162,19.8431839473912,51.2820656138785,-31.4388816664873,97,104,151,0.199451562579609,0.716244346399811,-1.03039014052751,55,39,16,0.601071362046197,1.10782178642982,0.347035735737104,1.28185867994643,1.7311909794532,0.744534119152772,0.174264746267987,0.150814444414791,0.577477068226028,1.32493748813985,1.0816430689815,0.970689449890485,1.85211228508078,18,25,26
"84",84,84,16302,9435475,23,1,1,3,4,0.44129210372882,-1.47509502335881,-0.800504891981969,-1.40893483627809,-0.467524213873374,0.44129210372882,-1.47509502335881,-0.800504891981969,-1.40893483627809,-0.467524213873374,0.44129210372882,-1.47509502335881,-0.800504891981969,-1.40893483627809,-0.467524213873374,0.59073991566518,-0.337424206687605,0.375341474734761,104,42,62,14,8,15,25,6,19,17,30,28,34,20,18,0.44129210372882,-0.467524213873374,-1.40893483627809,-0.800504891981969,-1.47509502335881,1.72290816520764,-1.38739128791325,0.0105259048329884,34.3642707721866,-34.3537448673536,65,72,165,-1.61731187888666,-1.14385891546635,-1.72290816520764,57,42,15,0.82306449128754,0.724854685618557,0.759765479062303,0.299585911184449,-0.387437828770279,0.677230284171492,1.2573295133959,-0.972519948262389,0.577477068226028,1.32493748813985,-1.86968514756283,0.542727205774009,0.352082998611807,20,26,20
